,Band4,Band5,Band6
3214,22,91,60
3215,23,103,53
3216,22,112,56
3217,57,73,92
3218,23,98,61
3219,22,106,55
3220,67,91,98
3221,21,109,58
3222,21,119,54
3223,20,79,46
3224,20,79,46
3225,23,98,61
3226,22,110,58
3227,45,89,79
3228,21,102,56
3229,30,53,56
3230,25,123,61
3231,20,79,46
3232,78,95,109
3233,48,79,108
3234,25,123,61
3235,20,89,58
3236,22,106,55
3237,33,60,75
3238,51,76,78
3239,18,76,41
3240,31,77,73
3241,30,53,56
3242,25,123,61
3243,20,89,58
3244,22,110,58
3245,22,110,58
3246,46,74,92
3247,21,102,56
3248,18,76,41
3249,21,119,54
3250,22,110,58
3251,48,79,108
3252,51,76,78
3253,42,89,73
3254,20,89,58
3255,25,123,61
3256,21,119,54
3257,78,95,109
3258,53,79,88
3259,53,79,88
3260,26,98,66
3261,30,53,56
3262,27,104,69
3263,26,98,66
3264,20,79,46
3265,23,98,61
3266,45,89,79
3267,27,56,60
3268,21,102,56
3269,19,16,14
3270,33,60,75
3271,31,77,73
3272,23,103,53
3273,22,106,55
3274,27,104,69
3275,27,104,69
3276,45,89,79
3277,62,83,101
3278,20,98,49
3279,25,123,61
3280,18,76,41
3281,20,79,46
3282,30,53,56
3283,24,95,60
3284,46,74,92
3285,20,98,49
3286,25,123,61
3287,20,79,46
3288,31,77,73
3289,27,56,60
3290,22,112,56
3291,30,53,56
3292,22,106,55
3293,45,89,79
3294,31,77,73
3295,22,91,60
3296,14,82,35
3297,30,53,56
3298,27,104,69
3299,22,110,58
3300,27,104,69
3301,20,79,46
3302,20,98,49
3303,18,76,41
3304,31,77,73
3305,25,123,61
3306,21,109,58
3307,21,109,58
3308,27,104,69
3309,24,95,60
3310,23,91,61
3311,20,89,58
3312,23,98,61
3313,22,91,60
3314,23,91,61
3315,22,112,56
3316,20,89,58
3317,23,98,61
3318,22,91,60
3319,21,109,58
3320,23,98,61
3321,26,98,66
3322,20,79,46
3323,62,83,101
3324,45,106,105
3325,20,79,46
3326,48,79,108
3327,46,74,92
3328,40,72,91
3329,20,89,58
3330,20,135,55
3331,20,89,58
3332,53,79,88
3333,22,110,58
3334,45,89,79
3335,23,103,53
3336,25,123,61
3337,21,109,58
3338,24,95,60
3339,24,95,60
3340,23,91,61
3341,20,135,55
3342,22,110,58
3343,24,95,60
3344,67,91,98
3345,18,76,41
3346,22,112,56
3347,22,112,56
3348,23,103,53
3349,62,83,101
3350,77,110,124
3351,22,106,55
3352,22,110,58
3353,40,72,91
3354,27,104,69
3355,46,74,92
3356,23,98,61
3357,46,74,92
3358,40,72,91
3359,20,89,58
3360,22,110,58
3361,21,102,56
3362,25,123,61
3363,22,106,55
3364,45,89,79
3365,31,77,73
3366,21,119,54
3367,36,48,42
3368,23,91,61
3369,22,91,60
3370,21,102,56
3371,22,106,55
3372,22,105,67
3373,57,79,90
3374,30,53,56
3375,26,98,66
3376,161,171,107
3377,23,98,61
3378,21,102,56
3379,25,123,61
3380,21,109,58
3381,21,119,54
3382,20,89,58
3383,30,53,56
3384,30,53,56
3385,18,76,41
3386,22,110,58
3387,22,91,60
3388,20,98,49
3389,26,98,66
3390,21,119,54
3391,22,112,56
3392,45,106,105
3393,40,72,91
3394,20,89,58
3395,27,104,69
3396,24,95,60
3397,57,79,90
3398,20,98,49
3399,25,123,61
3400,22,106,55
3401,23,103,53
3402,29,91,73
3403,23,98,61
3404,20,135,55
3405,23,103,53
3406,22,110,58
3407,18,76,41
3408,20,135,55
3409,60,81,101
3410,77,110,124
3411,20,98,49
3412,26,98,66
3413,20,89,58
3414,21,109,58
3415,21,119,54
3416,23,91,61
3417,22,106,55
3418,27,104,69
3419,22,112,56
3420,33,60,75
3421,42,89,73
3422,78,95,109
3423,20,98,49
3424,30,53,56
3425,20,89,58
3426,23,98,61
3427,46,74,92
3428,27,104,69
3429,33,60,75
3430,31,77,73
3431,22,112,56
3432,31,77,73
3433,20,89,58
3434,15,90,44
3435,22,105,67
3436,78,95,109
3437,53,79,88
3438,22,106,55
3439,60,81,101
3440,42,89,73
3441,22,91,60
3442,23,91,61
3443,22,110,58
3444,67,91,98
3445,40,72,91
3446,42,89,73
3447,23,91,61
3448,24,95,60
3449,13,59,30
3450,16,74,36
3451,24,95,60
3452,74,94,114
3453,20,98,49
3454,24,95,63
3455,22,98,55
3456,19,96,46
3457,42,64,81
3458,46,69,47
3459,20,92,59
3460,22,81,60
3461,21,108,55
3462,57,80,108
3463,39,69,76
3464,18,97,53
3465,21,90,47
3466,19,96,46
3467,23,69,52
3468,29,91,73
3469,55,88,110
3470,15,90,44
3471,28,67,63
3472,18,97,53
3473,22,78,57
3474,22,81,60
3475,46,69,47
3476,24,95,63
3477,63,74,79
3478,40,91,85
3479,22,81,60
3480,18,97,53
3481,29,91,73
3482,17,74,46
3483,13,59,30
3484,22,98,55
3485,40,91,85
3486,39,69,76
3487,29,91,73
3488,35,50,70
3489,22,105,67
3490,13,59,30
3491,28,67,63
3492,40,99,84
3493,55,88,110
3494,24,84,68
3495,20,92,59
3496,23,69,52
3497,21,90,47
3498,35,50,70
3499,40,91,85
3500,21,90,47
3501,24,84,68
3502,17,74,46
3503,19,96,46
3504,23,69,52
3505,46,69,47
3506,17,74,46
3507,19,96,46
3508,24,95,57
3509,20,92,59
3510,46,69,47
3511,22,78,57
3512,33,71,78
3513,33,71,78
3514,39,69,76
3515,22,98,55
3516,69,92,111
3517,40,91,85
3518,24,84,68
3519,21,90,47
3520,22,81,60
3521,17,74,46
3522,22,105,67
3523,22,98,55
3524,35,50,70
3525,24,84,68
3526,22,100,58
3527,28,27,28
3528,55,88,110
3529,16,74,36
3530,22,98,55
3531,16,74,36
3532,19,96,46
3533,46,69,47
3534,13,59,30
3535,19,96,46
3536,39,69,76
3537,21,90,47
3538,24,95,63
3539,24,95,57
3540,28,67,63
3541,40,91,85
3542,24,84,68
3543,18,92,50
3544,28,27,28
3545,33,71,78
3546,40,99,84
3547,19,96,46
3548,24,84,68
3549,23,69,52
3550,74,94,114
3551,21,108,55
3552,48,69,77
3553,21,108,55
3554,74,94,114
3555,18,97,53
3556,21,108,55
3557,18,92,50
3558,17,74,46
3559,22,98,55
3560,61,76,74
3561,40,99,84
3562,57,87,115
3563,22,78,57
3564,22,78,57
3565,29,91,73
3566,16,74,36
3567,20,92,59
3568,46,69,47
3569,21,90,47
3570,22,105,67
3571,22,98,55
3572,23,69,52
3573,24,95,63
3574,21,108,55
3575,19,96,46
3576,42,64,81
3577,57,72,77
3578,69,92,111
3579,40,99,84
3580,20,92,59
3581,46,69,47
3582,21,90,47
3583,22,105,67
3584,26,47,57
3585,24,95,57
3586,21,90,47
3587,24,84,68
3588,17,74,46
3589,22,105,67
3590,19,96,46
3591,16,74,36
3592,19,16,13
3593,57,80,108
3594,13,59,30
3595,52,88,105
3596,22,100,58
3597,55,88,110
3598,24,95,57
3599,21,108,55
3600,42,64,81
3601,15,90,44
3602,24,95,57
3603,22,98,55
3604,35,50,70
3605,64,83,101
3606,39,69,76
3607,22,100,58
3608,16,74,36
3609,35,50,70
3610,33,71,78
3611,20,92,59
3612,20,68,50
3613,28,67,63
3614,40,99,84
3615,16,74,36
3616,19,96,46
3617,74,94,114
3618,13,59,30
3619,22,78,57
3620,22,100,58
3621,40,91,85
3622,24,95,63
3623,19,96,46
3624,23,69,52
3625,18,92,50
3626,22,105,67
3627,17,74,46
3628,24,95,63
3629,33,71,78
3630,22,98,55
3631,39,69,76
3632,15,90,44
3633,46,69,47
3634,21,90,47
3635,22,78,57
3636,23,69,52
3637,63,74,79
3638,46,69,47
3639,22,100,58
3640,16,74,36
3641,19,96,46
3642,61,76,74
3643,22,105,67
3644,21,108,55
3645,57,72,77
3646,21,90,47
3647,28,67,63
3648,40,91,85
3649,21,90,47
3650,17,74,46
3651,40,99,84
3652,57,87,115
3653,17,74,46
3654,13,59,30
3655,21,108,55
3656,22,100,58
3657,22,81,60
3658,22,78,57
3659,22,78,57
3660,24,95,63
3661,52,88,105
3662,40,99,84
3663,24,84,68
3664,20,92,59
3665,40,91,85
3666,22,98,55
3667,24,84,68
3668,19,96,46
3669,18,92,50
3670,22,100,58
3671,40,99,84
3672,63,74,79
3673,39,69,76
3674,24,84,68
3675,22,105,67
3676,57,87,115
3677,24,84,68
3678,22,98,55
3679,24,84,68
3680,24,95,57
3681,23,69,52
3682,17,74,46
3683,17,74,46
3684,57,72,77
3685,18,97,53
3686,21,108,55
3687,22,100,58
3688,13,59,30
3689,21,108,55
3690,37,75,91
3691,20,92,59
3692,69,92,111
3693,22,100,58
3694,24,95,63
3695,33,71,78
3696,18,92,50
3697,24,95,63
3698,63,74,79
3699,40,99,84
3700,18,97,53
3701,24,95,63
3702,21,108,55
3703,40,91,85
3704,42,64,81
3705,23,101,62
3706,32,81,79
3707,22,81,60
3708,22,105,67
3709,21,99,53
3710,55,88,110
3711,22,78,57
3712,22,105,67
3713,22,99,56
3714,21,108,55
3715,22,78,57
3716,14,92,39
3717,21,90,47
3718,16,74,36
3719,55,105,109
3720,20,92,59
3721,28,98,54
3722,68,92,112
3723,38,76,85
3724,22,98,54
3725,44,62,74
3726,33,116,66
3727,55,105,109
3728,18,73,41
3729,14,84,39
3730,16,107,41
3731,14,84,39
3732,17,83,43
3733,33,116,66
3734,24,57,32
3735,22,98,54
3736,34,81,79
3737,15,94,40
3738,54,100,105
3739,20,77,54
3740,20,64,48
3741,28,98,54
3742,68,92,112
3743,33,116,66
3744,28,98,54
3745,18,73,41
3746,18,73,41
3747,25,60,53
3748,55,105,109
3749,32,81,79
3750,14,92,39
3751,14,92,39
3752,14,92,39
3753,33,116,66
3754,28,98,54
3755,15,94,40
3756,23,85,65
3757,20,64,48
3758,22,98,54
3759,14,84,39
3760,17,83,43
3761,16,107,41
3762,37,75,91
3763,24,57,32
3764,54,100,105
3765,16,107,41
3766,21,99,53
3767,20,77,54
3768,34,81,79
3769,61,79,95
3770,16,107,41
3771,28,98,54
3772,18,73,41
3773,15,94,40
3774,44,62,74
3775,18,73,41
3776,20,68,50
3777,55,105,109
3778,14,84,39
3779,18,73,41
3780,16,107,41
3781,20,77,54
3782,22,99,56
3783,49,72,76
3784,54,100,105
3785,17,83,43
3786,15,94,40
3787,22,98,54
3788,23,101,62
3789,18,73,41
3790,15,94,40
3791,23,101,62
3792,68,86,96
3793,55,105,109
3794,34,81,79
3795,55,105,109
3796,22,99,56
3797,55,105,109
3798,32,81,79
3799,20,64,48
3800,33,116,66
3801,21,99,53
3802,41,60,87
3803,34,81,79
3804,33,116,66
3805,15,94,40
3806,68,86,96
3807,17,83,43
3808,28,98,54
3809,28,98,54
3810,15,94,40
3811,17,83,43
3812,32,81,79
3813,23,85,65
3814,54,100,105
3815,38,76,85
3816,32,81,79
3817,16,107,41
3818,21,99,53
3819,21,99,53
3820,37,75,91
3821,24,57,32
3822,34,81,79
3823,23,85,65
3824,21,99,53
3825,28,98,54
3826,23,101,62
3827,22,99,56
3828,41,60,87
3829,33,116,66
3830,24,57,32
3831,14,92,39
3832,15,94,40
3833,17,83,43
3834,15,94,40
3835,23,101,62
3836,24,57,32
3837,14,92,39
3838,69,92,114
3839,32,81,79
3840,28,98,54
3841,43,91,88
3842,54,100,105
3843,33,116,66
3844,24,57,32
3845,23,85,65
3846,38,76,85
3847,24,57,32
3848,16,107,41
3849,22,98,54
3850,20,77,54
3851,45,64,78
3852,41,60,87
3853,32,81,79
3854,38,76,85
3855,14,84,39
3856,22,98,54
3857,22,98,54
3858,20,64,48
3859,32,81,79
3860,37,75,91
3861,32,81,79
3862,28,98,54
3863,40,84,92
3864,23,85,65
3865,14,84,39
3866,17,83,43
3867,20,64,48
3868,45,64,78
3869,32,81,79
3870,16,107,41
3871,20,64,48
3872,21,19,16
3873,14,84,39
3874,33,116,66
3875,24,57,32
3876,18,73,41
3877,21,99,53
3878,22,99,56
3879,32,81,79
3880,22,99,56
3881,14,92,39
3882,18,73,41
3883,23,101,62
3884,15,94,40
3885,20,68,50
3886,32,81,79
3887,21,99,53
3888,63,77,81
3889,49,72,76
3890,34,81,79
3891,21,99,53
3892,32,81,79
3893,20,77,54
3894,44,62,74
3895,32,81,79
3896,18,73,41
3897,20,77,54
3898,23,85,65
3899,20,64,48
3900,34,32,26
3901,34,81,79
3902,33,116,66
3903,22,99,56
3904,37,75,91
3905,16,107,41
3906,28,98,54
3907,55,105,109
3908,22,99,56
3909,20,68,50
3910,54,100,105
3911,23,101,62
3912,21,99,53
3913,193,200,67
3914,23,101,62
3915,24,57,32
3916,54,100,105
3917,23,85,65
3918,24,57,32
3919,16,107,41
3920,33,116,66
3921,24,57,32
3922,41,60,87
3923,55,105,109
3924,38,76,85
3925,20,68,50
3926,32,81,79
3927,32,81,79
3928,23,101,62
3929,15,94,40
3930,23,85,65
3931,43,91,88
3932,14,92,39
3933,28,98,54
3934,37,75,91
3935,28,98,54
3936,25,60,53
3937,33,116,66
3938,45,64,78
3939,24,57,32
3940,18,73,41
3941,20,77,54
3942,14,92,39
3943,14,92,39
3944,20,68,50
3945,62,88,110
3946,49,72,76
3947,54,100,105
3948,15,94,40
3949,49,72,76
3950,45,64,78
3951,34,81,79
3952,20,68,50
3953,21,99,53
3954,44,62,74
3955,68,92,112
3956,32,81,79
3957,16,107,41
3958,81,96,109
3959,22,83,65
3960,20,92,56
3961,18,95,47
3962,23,101,62
3963,21,99,53
3964,20,77,54
3965,21,79,55
3966,20,92,56
3967,23,101,62
3968,57,78,92
3969,56,80,104
3970,26,80,71
3971,18,95,47
3972,40,84,92
3973,40,84,92
3974,25,95,53
3975,19,90,48
3976,16,105,43
3977,26,77,74
3978,21,79,55
3979,58,77,86
3980,57,78,92
3981,66,91,111
3982,48,92,94
3983,38,77,89
3984,59,90,108
3985,21,88,55
3986,19,76,53
3987,23,90,63
3988,34,32,26
3989,26,77,74
3990,16,98,41
3991,16,98,41
3992,21,88,55
3993,16,105,43
3994,61,82,93
3995,25,95,53
3996,20,92,56
3997,16,105,43
3998,42,78,95
3999,19,76,53
4000,26,77,74
4001,23,90,63
4002,21,79,55
4003,26,80,71
4004,20,92,56
4005,18,95,47
4006,22,74,41
4007,26,77,74
4008,42,78,95
4009,40,68,83
4010,56,80,104
4011,40,76,84
4012,16,105,43
4013,22,91,50
4014,22,91,50
4015,22,74,41
4016,22,74,41
4017,35,59,68
4018,20,92,56
4019,20,92,56
4020,19,90,48
4021,21,79,55
4022,26,80,71
4023,40,76,84
4024,42,78,95
4025,22,83,65
4026,16,105,43
4027,59,90,108
4028,38,77,89
4029,22,83,65
4030,19,90,48
4031,48,92,94
4032,25,95,53
4033,21,79,55
4034,21,79,55
4035,88,110,125
4036,22,83,65
4037,18,95,47
4038,20,92,56
4039,38,77,89
4040,61,83,96
4041,88,110,125
4042,25,95,53
4043,21,88,55
4044,20,92,56
4045,22,91,50
4046,26,80,71
4047,26,80,71
4048,71,89,106
4049,26,80,71
4050,16,105,43
4051,26,77,74
4052,23,90,63
4053,16,98,41
4054,21,88,55
4055,61,83,96
4056,19,76,53
4057,19,76,53
4058,18,66,42
4059,26,77,74
4060,18,95,47
4061,61,83,96
4062,26,80,71
4063,22,91,50
4064,26,80,71
4065,34,32,26
4066,25,95,53
4067,38,77,89
4068,22,83,65
4069,22,74,41
4070,18,95,47
4071,26,80,71
4072,22,91,50
4073,22,91,50
4074,19,90,48
4075,23,90,63
4076,18,95,47
4077,26,77,74
4078,16,105,43
4079,20,92,56
4080,16,98,41
4081,18,66,42
4082,26,77,74
4083,34,32,26
4084,88,110,125
4085,61,83,96
4086,26,80,71
4087,21,88,55
4088,21,79,55
4089,26,80,71
4090,18,66,42
4091,34,32,26
4092,42,78,95
4093,57,74,84
4094,18,66,42
4095,40,84,92
4096,22,74,41
4097,19,76,53
4098,40,76,84
4099,22,74,41
4100,18,66,42
4101,66,91,111
4102,56,80,104
4103,21,88,55
4104,16,105,43
4105,23,90,63
4106,40,76,84
4107,25,95,53
4108,19,90,48
4109,57,78,92
4110,81,105,122
4111,25,95,53
4112,22,74,41
4113,42,78,95
4114,16,98,41
4115,18,95,47
4116,58,77,86
4117,23,90,63
4118,40,76,84
4119,57,74,84
4120,19,90,48
4121,18,95,47
4122,25,95,53
4123,21,79,55
4124,40,68,83
4125,25,95,53
4126,19,90,48
4127,16,98,41
4128,21,79,55
4129,59,90,108
4130,19,90,48
4131,26,77,74
4132,20,92,56
4133,21,88,55
4134,26,77,74
4135,22,83,65
4136,19,90,48
4137,23,90,63
4138,71,89,106
4139,66,91,111
4140,40,84,92
4141,48,92,94
4142,26,77,74
4143,22,83,65
4144,22,91,50
4145,23,90,63
4146,61,82,93
4147,40,76,84
4148,40,84,92
4149,34,32,26
4150,20,92,56
4151,26,77,74
4152,18,95,47
4153,26,80,71
4154,40,76,84
4155,22,83,65
4156,23,90,63
4157,22,83,65
4158,56,80,104
4159,22,74,41
4160,18,95,47
4161,19,76,53
4162,21,79,55
4163,40,84,92
4164,25,95,53
4165,18,66,42
4166,19,76,53
4167,16,105,43
4168,18,95,47
4169,48,92,94
4170,26,80,71
4171,26,80,71
4172,22,91,50
4173,21,79,55
4174,38,77,89
4175,25,95,53
4176,25,95,53
4177,40,76,84
4178,25,95,53
4179,26,77,74
4180,40,76,84
4181,18,66,42
4182,29,75,69
4183,26,77,74
4184,18,95,47
4185,18,95,47
4186,57,78,92
4187,22,74,41
4188,46,72,96
4189,26,80,71
4190,18,66,42
4191,20,92,56
4192,26,77,74
4193,20,92,56
4194,40,84,92
4195,19,90,48
4196,59,90,108
4197,19,85,47
4198,23,90,63
4199,18,82,40
4200,19,85,47
4201,47,67,87
4202,26,77,66
4203,22,108,60
4204,21,88,55
4205,29,75,69
4206,41,69,89
4207,22,108,60
4208,14,86,43
4209,37,76,90
4210,22,88,43
4211,16,93,46
4212,33,73,78
4213,62,88,102
4214,17,104,48
4215,29,75,69
4216,39,63,83
4217,22,84,54
4218,15,74,37
4219,14,107,47
4220,47,67,87
4221,22,90,53
4222,18,82,40
4223,22,88,43
4224,16,93,46
4225,37,76,90
4226,39,63,83
4227,41,69,89
4228,15,74,37
4229,22,84,54
4230,36,69,81
4231,36,69,81
4232,14,107,47
4233,14,86,43
4234,14,107,47
4235,33,73,78
4236,36,69,81
4237,33,87,82
4238,22,108,60
4239,68,87,97
4240,33,73,78
4241,15,74,37
4242,16,93,46
4243,39,63,83
4244,26,77,66
4245,26,77,66
4246,18,82,40
4247,22,90,53
4248,39,63,83
4249,22,108,60
4250,22,89,61
4251,22,89,61
4252,33,87,82
4253,37,76,90
4254,33,73,78
4255,22,89,61
4256,22,89,61
4257,33,73,78
4258,22,88,43
4259,33,87,82
4260,29,75,69
4261,29,75,69
4262,33,73,78
4263,17,104,48
4264,14,86,43
4265,41,69,89
4266,16,93,46
4267,37,76,90
4268,15,74,37
4269,19,85,47
4270,41,69,89
4271,33,87,82
4272,22,84,54
4273,18,79,43
4274,14,107,47
4275,14,86,43
4276,26,77,66
4277,22,88,43
4278,22,108,60
4279,16,93,46
4280,18,82,40
4281,19,85,47
4282,39,63,83
4283,22,88,43
4284,26,77,66
4285,14,107,47
4286,22,90,53
4287,46,72,96
4288,22,108,60
4289,17,104,48
4290,36,69,81
4291,18,82,40
4292,14,107,47
4293,17,104,48
4294,22,89,61
4295,29,75,69
4296,22,90,53
4297,15,74,37
4298,29,75,69
4299,22,90,53
4300,33,87,82
4301,33,87,82
4302,22,89,61
4303,22,84,54
4304,26,77,66
4305,22,90,53
4306,41,69,89
4307,39,63,83
4308,14,107,47
4309,33,87,82
4310,19,85,47
4311,18,79,43
4312,37,76,90
4313,14,86,43
4314,51,71,86
4315,62,88,102
4316,22,89,61
4317,46,72,96
4318,14,86,43
4319,22,84,54
4320,22,84,54
4321,22,108,60
4322,22,108,60
4323,14,86,43
4324,22,89,61
4325,16,93,46
4326,51,71,86
4327,26,77,66
4328,14,107,47
4329,18,82,40
4330,18,79,43
4331,29,75,69
4332,29,75,69
4333,22,90,53
4334,33,87,82
4335,14,107,47
4336,39,63,83
4337,14,86,43
4338,22,90,53
4339,70,98,115
4340,39,63,83
4341,19,85,47
4342,22,108,60
4343,29,75,69
4344,17,104,48
4345,22,89,61
4346,33,73,78
4347,29,75,69
4348,61,97,111
4349,39,63,83
4350,29,75,69
4351,37,76,90
4352,22,88,43
4353,22,108,60
4354,18,79,43
4355,22,89,61
4356,18,82,40
4357,18,82,40
4358,33,73,78
4359,46,72,96
4360,22,84,54
4361,22,84,54
4362,17,104,48
4363,19,85,47
4364,22,88,43
4365,18,79,43
4366,14,86,43
4367,14,107,47
4368,14,107,47
4369,22,84,54
4370,22,88,43
4371,37,76,90
4372,33,87,82
4373,22,89,61
4374,26,77,66
4375,14,87,37
4376,14,107,47
4377,22,89,61
4378,56,87,103
4379,29,75,69
4380,22,90,53
4381,14,107,47
4382,20,84,54
4383,33,87,82
4384,15,74,37
4385,22,108,60
4386,16,83,38
4387,14,86,43
4388,34,101,81
4389,34,101,81
4390,18,104,45
4391,33,83,91
4392,24,83,49
4393,28,86,72
4394,27,91,76
4395,34,101,81
4396,21,30,20
4397,21,30,20
4398,26,38,27
4399,33,83,91
4400,24,80,54
4401,27,91,76
4402,52,78,97
4403,42,78,95
4404,16,83,38
4405,50,84,96
4406,33,83,91
4407,20,89,45
4408,14,87,37
4409,28,86,72
4410,18,104,45
4411,20,84,54
4412,28,86,72
4413,39,74,89
4414,20,89,45
4415,24,83,49
4416,16,88,43
4417,24,80,54
4418,33,83,91
4419,16,88,43
4420,18,76,38
4421,34,101,81
4422,24,83,49
4423,21,30,20
4424,16,88,43
4425,26,38,27
4426,27,91,76
4427,24,80,54
4428,24,68,39
4429,33,83,91
4430,21,30,20
4431,14,72,35
4432,20,84,54
4433,21,30,20
4434,20,84,54
4435,33,83,91
4436,24,68,39
4437,30,73,75
4438,30,73,75
4439,27,91,76
4440,24,80,54
4441,42,78,95
4442,20,89,45
4443,30,73,75
4444,14,72,35
4445,50,84,96
4446,28,86,72
4447,30,73,75
4448,34,101,81
4449,14,87,37
4450,24,68,39
4451,18,104,45
4452,42,84,70
4453,26,38,27
4454,33,83,91
4455,33,83,91
4456,24,83,49
4457,20,89,45
4458,18,104,45
4459,34,101,81
4460,24,80,54
4461,16,88,43
4462,16,88,43
4463,39,74,89
4464,33,83,91
4465,34,101,81
4466,24,83,49
4467,18,104,45
4468,33,83,91
4469,20,84,54
4470,43,65,79
4471,26,38,27
4472,34,101,81
4473,28,86,72
4474,24,83,49
4475,24,83,49
4476,16,83,38
4477,18,76,38
4478,42,78,95
4479,34,101,81
4480,24,80,54
4481,28,86,72
4482,24,68,39
4483,14,72,35
4484,24,80,54
4485,20,89,45
4486,20,84,54
4487,33,83,91
4488,34,101,81
4489,20,89,45
4490,21,30,20
4491,29,104,55
4492,14,72,35
4493,34,101,81
4494,33,83,91
4495,24,83,49
4496,16,88,43
4497,43,65,79
4498,27,91,76
4499,14,72,35
4500,28,86,72
4501,33,83,91
4502,20,89,45
4503,18,76,38
4504,68,93,103
4505,34,101,81
4506,18,76,38
4507,18,76,38
4508,30,73,75
4509,30,73,75
4510,34,101,81
4511,16,83,38
4512,16,88,43
4513,20,89,45
4514,33,83,91
4515,28,86,72
4516,28,86,72
4517,30,73,75
4518,21,30,20
4519,20,84,54
4520,14,72,35
4521,14,72,35
4522,14,72,35
4523,28,86,72
4524,14,72,35
4525,42,78,95
4526,30,73,75
4527,34,101,81
4528,14,72,35
4529,39,74,89
4530,33,83,91
4531,38,33,23
4532,18,76,38
4533,34,101,81
4534,18,61,44
4535,34,101,81
4536,24,83,49
4537,30,73,75
4538,39,29,25
4539,18,61,44
4540,42,84,70
4541,20,79,58
4542,32,74,78
4543,32,74,78
4544,39,36,23
4545,44,34,26
4546,44,98,101
4547,44,34,26
4548,20,79,58
4549,42,84,70
4550,19,16,13
4551,19,53,43
4552,39,36,23
4553,38,33,23
4554,32,74,78
4555,19,53,43
4556,20,79,58
4557,44,34,26
4558,39,38,27
4559,19,53,43
4560,19,16,13
4561,18,61,44
4562,32,74,78
4563,32,74,78
4564,44,98,101
4565,32,74,78
4566,44,98,101
4567,18,61,44
4568,31,30,26
4569,20,79,58
4570,18,61,44
4571,20,79,58
4572,44,98,101
4573,32,74,78
4574,20,79,58
4575,64,81,100
4576,42,84,70
4577,44,98,101
4578,20,79,58
4579,32,74,78
4580,43,37,27
4581,20,79,58
4582,38,90,88
4583,32,74,78
4584,39,38,27
4585,20,79,58
4586,44,98,101
4587,18,61,44
4588,19,53,43
4589,29,104,55
4590,20,79,58
4591,34,86,66
4592,32,74,78
4593,29,84,71
4594,38,90,88
4595,29,84,71
4596,44,98,101
4597,43,37,27
4598,44,98,101
4599,29,84,71
4600,29,104,55
4601,44,98,101
4602,32,74,78
4603,18,61,44
4604,42,84,70
4605,18,61,44
4606,44,98,101
4607,42,84,70
4608,20,79,58
4609,42,84,70
4610,32,74,78
4611,34,86,66
4612,24,22,18
4613,28,33,23
4614,23,73,68
4615,40,88,88
4616,33,72,83
4617,33,72,83
4618,34,86,66
4619,33,72,83
4620,28,33,23
4621,23,73,68
4622,34,86,66
4623,23,73,68
4624,40,88,88
4625,28,33,23
4626,71,104,123
4627,34,86,66
4628,21,114,51
4629,33,72,83
4630,28,33,23
4631,28,84,59
4632,33,72,83
4633,23,73,68
4634,34,86,66
4635,28,84,59
4636,33,72,83
4637,34,86,66
4638,40,88,88
4639,33,72,83
4640,33,72,83
4641,23,73,68
4642,28,33,23
4643,34,86,66
4644,40,88,88
4645,23,73,68
4646,34,86,66
4647,23,73,68
4648,28,84,59
4649,37,91,95
4650,23,73,68
4651,37,91,95
4652,37,91,95
4653,31,68,77
4654,31,68,77
4655,27,80,58
4656,27,80,58
4657,50,80,72
4658,27,80,58
4659,27,80,58
4660,31,68,77
4661,37,91,95
4662,27,80,58
4663,31,68,77
4664,31,68,77
4665,25,83,70
4666,31,68,77
4667,27,80,58
4668,25,83,70
4669,53,95,97
4670,21,114,51
4671,21,87,62
4672,21,87,62
4673,21,87,62
4674,21,114,51
4675,33,32,27
4676,21,114,51
4677,33,32,27
4678,41,79,86
4679,21,87,62
4680,56,99,111
4681,41,79,86
4682,41,79,86
4683,24,78,56
4684,33,31,23
4685,35,33,22
4686,24,23,20
4687,36,34,27
4688,26,25,23
4689,26,25,23
4690,26,25,23
4691,25,24,20
4692,25,24,20
4693,25,24,20
4694,24,22,19
4695,24,22,19
4696,20,19,16
4697,24,22,19
4698,20,19,16
4699,20,19,16
4700,20,19,16
4701,28,28,25
4702,28,28,25
4703,28,28,25
4704,20,19,16
4705,255,255,24
4706,28,37,26
4707,28,37,26
4708,28,37,26
4709,28,37,26
4710,30,47,22
4711,30,47,22
4712,48,68,81
4713,19,106,44
4714,24,59,39
4715,22,97,51
4716,12,94,32
4717,38,98,51
4718,38,98,51
4719,16,75,38
4720,172,173,47
4721,19,87,50
4722,24,107,55
4723,24,107,55
4724,22,100,54
4725,13,88,39
4726,22,100,54
4727,24,107,55
4728,22,100,54
4729,41,85,84
4730,23,109,54
4731,23,109,54
4732,23,106,65
4733,22,95,53
4734,23,105,65
4735,20,121,62
4736,20,121,62
4737,34,44,20
4738,19,101,48
4739,21,105,55
4740,190,193,55
4741,12,95,39
4742,21,105,55
4743,23,98,57
4744,21,95,51
4745,20,121,62
4746,14,110,44
4747,22,95,53
4748,20,121,62
4749,20,121,62
4750,190,193,55
4751,21,95,51
4752,18,107,46
4753,18,107,46
4754,12,95,39
4755,22,95,53
4756,23,98,57
4757,21,105,55
4758,20,121,62
4759,14,110,44
4760,21,100,59
4761,26,25,22
4762,18,107,46
4763,23,105,65
4764,14,110,44
4765,20,121,62
4766,21,95,51
4767,21,105,55
